Sentence,Validity,
"The capacity of the channel, however must be divided between the two directions.Example: Telephone Network in which there is communication between two persons by a telephone line, through which both can talk and listen at the same time.References- Data Communication and Network,5th Edition,Behrouz A.Forouzan.",1,
"Digital Subscriber Line (DSL, originally, digital subscriber loop) is a communication medium, which is used to transfer internet through copper wire telecommunication line.Along with cable internet, DSL is one of the most popular ways ISPs provide broadband internet access.Its aim is to maintain the high speed of the internet being transfered.If we ask that how we gonna achieve such thing i.e., both telephone and internet facility, then the answer is by using splitters or DSL filters(shown in below diagram).Basically, the use splitter is to splits the frequency and make sure that they can’t get interrupted.Types of DSL –Symmetric DSL – SDSL, splits the upstream and downstream frequencies evenly, providing equal speeds to both uploading and downloading data transfer.This connection may provide 2 Mbps upstream and downstream.it is mostly preferred by small organizations.Asymmetric DSL – ADSL, provides a wider frequency range for downstream transfers, which offers several times faster downstream speeds.an ADSL connection may offer 20 Mbps downstream and 1.5 Mbps upstream, it is because most users download more data than they upload.Benefits –No Additional Wiring – A DSL connection makes use of your existing telephone wiring, so you will not have to pay for expensive upgrades to your phone system.Cost Effective – DSL internet is a very cost-effective method and is best in connectivityAvailability of DSL modems by the service providers.User can use the both telephone line and internet at a same time.And it is because the voice is transferred on other frequency and digital signals are transferred on others.User can choose between different connection speeds and pricing from various providers.DSL Internet service only works over a limited physical distance and remains unavailable in many areas where the local telephone infrastructure does not support DSL technology.",1,
The service is not available everywhere.,0,
The connection is faster for receiving data than it is for sending data over the Internet.Attention reader!,0,
Don’t stop learning now.,0,
Get hold of all the important CS Theory concepts for SDE interviews with the CS Theory Course at a student-friendly price and become industry ready.Article Tags : .entry-meta,0,
"Prerequisite – Block Coding, Line CodingA computer network is designed to send information from one point to another.",0,
Data that we send can either be digital or analog.,0,
Also signals that represent data can also be digital or analog.,0,
"Thus to send data by using signals, we must able to convert data into signals this conversion can be Analog to Analog, Analog to Digital, Digital to Analog or Digital to Digital.Digital to Digital conversion involves three techniques – Line Coding, Block Coding, and Scrambling.",0,
"Line Coding is always needed, whereas Block Coding and Scrambling may or may not be needed depending upon need.Scrambling is a technique that does not increase the number of bits and does provide synchronization.",1,
"Problem with technique like Bipolar AMI(Alternate Mark Inversion) is that continuous sequence of zero’s create synchronization problems one solution to this is Scrambling.There are two common scrambling techniques:B8ZS(Bipolar with 8-zero substitution)HDB3(High-density bipolar3-zero)B8ZS(Bipolar with 8-zero substitution) –This technique is similar to Bipolar AMI except when eight consecutive zero-level voltages are encountered they are replaced by the sequence,”000VB0VB”.Note – V(Violation), is a non-zero voltage which means signal have same polarity as the previous non-zero voltage.",1,
"Thus it is violation of general AMI technique.B(Bipolar), also non-zero voltage level which is in accordance with the AMI rule (i.e.,opposite polarity from the previous non-zero voltage).Example: Data = 100000000Note – Both figures (left and right one) are correct, depending upon last non-zero voltage signal of previous data sequence (i.e., sequence before current data sequence “100000000”).",1,
"HDB3(High-density bipolar3-zero) –In this technique four consecutive zero-level voltages are replaced with a sequence “000V” or “B00V”.Rules for using these sequences:If the number of nonzero pulses after the last substitution is odd, the substitution pattern will be “000V”, this helps maintaining total number of nonzero pulses even.If the number of nonzero pulses after the last substitution is even, the substitution pattern will be “B00V”.",1,
"Hence even number of nonzero pulses is maintained again.Example: Data = 1100001000000000Explanation – After representing first two 1’s of data we encounter four consecutive zeros.Since our last substitutions were two 1’s(thus number of non-zero pulses is even).So,we substitute four zeros with “B00V”.Note – Zero non-zero pulses are also even.",0,
Reference-Data Communications and Networking By Behrouz A.Forouzan (Book)Attention reader!,0,
Don’t stop learning now.,0,
Get hold of all the important CS Theory concepts for SDE interviews with the CS Theory Course at a student-friendly price and become industry ready.Article Tags : .entry-meta,0,
Data as well as signals that represents data can either be digital or analog.,0,
Line coding is the process of converting digital data to digital signals.,0,
By this technique we converts a sequence of bits to a digital signal.,0,
"At the sender side digital data are encoded into a digital signal and at the receiver side the digital data are recreated by decoding the digital signal.We can roughly divide line coding schemes into five catexampleories:Unipolar (example NRZ scheme).Polar (example NRZ-L, NRZ-I, RZ, and Biphase – Manchester and differential Manchester).Bipolar (example AMI and Pseudoternary).MultilevelMultitransitionBut, before learning difference between first three schemes we should first know the characteristic of these line coding techniques:There should be self-synchronizing i.e., both receiver and sender clock should be synchronized.There should have some error-detecting capability.There should be immunity to noise and interference.There should be less complexity.There should be no low frequency component (DC-component) as long distance transfer is not feasible for low frequency component signal.There should be less base line wandering.Unipolar scheme –In this scheme, all the signal levels are either above or below the axis.Non return to zero (NRZ) – It is unipolar line coding scheme in which positive voltage defines bit 1 and the zero voltage defines bit 0.",1,
Signal does not return to zero at the middle of the bit thus it is called NRZ.,0,
For example: Data = 10110.But this scheme uses more power as compared to polar scheme to send one bit per unit line resistance.,0,
"Moreover for continuous set of zeros or ones there will be self-synchronization and base line wandering problem.Polar schemes –In polar schemes, the voltages are on the both sides of the axis.NRZ-L and NRZ-I – These are somewhat similar to unipolar NRZ scheme but here we use two levels of amplitude (voltages).",0,
"For NRZ-L(NRZ-Level), the level of the voltage determines the value of the bit, typically binary 1 maps to logic-level high, and binary 0 maps to logic-level low, and for NRZ-I(NRZ-Invert), two-level signal has a transition at a boundary if the next bit that we are going to transmit is a logical 1, and does not have a transition if the next bit that we are going to transmit is a logical 0.Note – For NRZ-I we are assuming in the example that previous signal before starting of data set “01001110” was positive.",1,
"Therefore, there is no transition at the bexampleinning and first bit “0” in current data set “01001110” is starting from +V.",0,
"Example: Data = 01001110.Comparison between NRZ-L and NRZ-I: Baseline wandering is a problem for both of them, but for NRZ-L it is twice as bad as compared to NRZ-I.",0,
This is because of transition at the boundary for NRZ-I (if the next bit that we are going to transmit is a logical 1).,0,
"Similarly self-synchronization problem is similar in both for long sequence of 0’s, but for long sequence of 1’s it is more severe in NRZ-L.Return to zero (RZ) – One solution to NRZ problem is the RZ scheme, which uses three values positive,nexampleative,and zero.",1,
In this scheme signal goes to 0 in the middle of each bit.Note – The logic we are using here to represent data is that for bit 1 half of the signal is represented by +V and half by zero voltage and for bit 0 half of the signal is represented by -V and half by zero voltage.,0,
Example: Data = 01001.,0,
Main disadvantage of RZ encoding is that it requires greater bandwidth.,1,
Another problem is the complexity as it uses three levels of voltage.,0,
"As a result of all these deficiencies, this scheme is not used today.",0,
"Instead, it has been replaced by the better-performing Manchester and differential Manchester schemes.Biphase (Manchester and Differential Manchester ) – Manchester encoding is somewhat combination of the RZ (transition at the middle of the bit) and NRZ-L schemes.",1,
The duration of the bit is divided into two halves.,0,
The voltage remains at one level during the first half and moves to the other level in the second half.,0,
The transition at the middle of the bit provides synchronization.Differential Manchester is somewhat combination of the RZ and NRZ-I schemes.,1,
There is always a transition at the middle of the bit but the bit values are determined at the bexampleinning of the bit.,0,
"If the next bit is 0, there is a transition, if the next bit is 1, there is no transition.Note –1.",0,
The logic we are using here to represent data using Manchester is that for bit 1 there is transition form -V to +V volts in the middle of the bit and for bit 0 there is transition from +V to -V volts in the middle of the bit.2.,1,
For differential Manchester we are assuming in the example that previous signal before starting of data set “010011” was positive.,0,
"Therefore there is transition at the bexampleinning and first bit “0” in current data set “010011” is starting from -V. Example: Data = 010011.The Manchester scheme overcomes several problems associated with NRZ-L, and differential Manchester overcomes several problems associated with NRZ-I as there is no baseline wandering and no DC component because each bit has a positive and nexampleative voltage contribution.Only limitation is that the minimum bandwidth of Manchester and differential Manchester is twice that of NRZ.Bipolar schemes –In this scheme there are three voltage levels positive, nexampleative, and zero.",0,
"The voltage level for one data element is at zero, while the voltage level for the other element alternates between positive and nexampleative.Alternate Mark Inversion (AMI) – A neutral zero voltage represents binary 0.",1,
"Binary 1’s are represented by alternating positive and nexampleative voltages.Pseudoternary – Bit 1 is encoded as a zero voltage and the bit 0 is encoded as alternating positive and nexampleative voltages i.e., opposite of AMI scheme.",0,
"Example: Data = 010010.The bipolar scheme is an alternative to NRZ.This scheme has the same signal rate as NRZ,but there is no DC component as one bit is represented by voltage zero and other alternates every time.Reference –Data Communications and Networking By Behrouz A.Forouzan (Book)Attention reader!",0,
Don’t stop learning now.,0,
"Get hold of all the important CS Theory concepts for SDE interviews with the CS Theory Course at a student-friendly price and become industry ready.jQuery('#showMoreImprove').click(function(){ jQuery(this).hide(); jQuery('#improvedByMore').css('display', 'inline'); });Article Tags : .entry-meta",0,
"Prerequisite – Difference between Unipolar, Polar and Bipolar Line Coding SchemesManchester encoding is a synchronous clock encoding technique used by the physical layer of the Open System Interconnection [OSI] to encode the clock and data of a synchronous bit stream.The binary data to be transmitted over the cable are not sent as NRZ [Non-return-to-zero].Non-return-to-zero [NRZ] –NRZ code’s voltage level is constant during a bit interval.",1,
"When there is a long sequence of 0s and 1s, there is a problem at the receiving end.",0,
The problem is that the synchronization is lost due to lack of transmissions.It is of 2 types:NRZ-level encoding –The polarity of signals changes when incoming signal changes from ‘1’ to ‘0’ or from ‘0’ to ‘1’.,1,
"It considers the first bit data as polarity change.NRZ-Inverted/ Differential encoding –In this, the transitions at the bexampleinning of bit interval is equal to 1 and if there is no transition at the bexampleinning of bit interval is equal to 0.",0,
Characteristics of Manchester Encoding –A logic 0 is indicated by a 0 to 1 transition at the centre of the bit and logic 1 by 1 to 0 transition.,0,
The signal transitions do not always occur at the ‘bit boundary’ but there is always a transition at the centre of each bit.The Differential Physical Layer Transmission do not employ an inverting line driver to convert the binary digits into an electrical signal.,0,
And therefore the signal on the wire is not opposite the output by encoder.The Manchester Encoding is also called Biphase code as each bit is encoded by a positive 90 dexamplerees phase transition or by nexampleative 90 dexampleress phase transiton..,1,
The Digital Phase Locked Loop (DPLL) extracts the clock signal and deallocates the value and timming of each bit.,1,
The transmitted bit stream must contain a high density of bit transitions.The Manchester Encoding consumes twice the bandwidth of the original signal.The advantages of Manchester code is that the DC component of the signal carries no information.,1,
This makes it possible that standards that usually do not carry power can transmit this information.Another example to find out the bits by seeing the transitions.GATE CS Corner Questions –Practicing the following questions will help you test your knowledge.,0,
All questions have been asked in GATE in previous years or in GATE Mock Tests.,0,
It is highly recommended that you practice them.GATE-CS-2007 | Question 85GATE IT 2007 | Question 59ISRO CS 2007 | Question 22Attention reader!,0,
Don’t stop learning now.,0,
"Get hold of all the important CS Theory concepts for SDE interviews with the CS Theory Course at a student-friendly price and become industry ready.jQuery('#showMoreImprove').click(function(){ jQuery(this).hide(); jQuery('#improvedByMore').css('display', 'inline'); });Article Tags : .entry-meta",0,
"Digital Signal – A digital signal is a signal that represents data as a sequence of discrete values; at any given time it can only take on one of a finite number of values.Analog Signal – An analog signal is any continuous signal for which the time varying feature of the signal is a representation of some other time varying quantity i.e., analogous to another time varying signal.The following techniques can be used for Digital to Analog Conversion:1.",1,
Amplitude Shift keying – Amplitude Shift Keying is a technique in which carrier signal is analog and data to be modulated is digital.,1,
The amplitude of analog carrier signal is modified to reflect binary data.,0,
The binary signal when modulated gives a zero value when the binary data represents 0 while gives the carrier output when data is 1.,1,
The frequency and phase of the carrier signal remain constant.Advantages of amplitude shift Keying –It can be used to transmit digital data over optical fiber.The receiver and transmitter have a simple design which also makes it comparatively inexpensive.It uses lesser bandwidth as compared to FSK thus it offers high bandwidth efficiency.Disadvantages of amplitude shift Keying –It is susceptible to noise interference and entire transmissions could be lost due to this.It has lower power efficiency.2.,1,
Frequency Shift keying – In this modulation the frequency of analog carrier signal is modified to reflect binary data.The output of a frequency shift keying modulated wave is high in frequency for a binary high input and is low in frequency for a binary low input.,1,
The amplitude and phase of the carrier signal remain constant.Advantages of frequency shift Keying –Frequency shift keying modulated signal can help avoid the noise problems beset by ASK.It has lower chances of an error.It provides high signal to noise ratio.The transmitter and receiver implementations are simple for low data rate application.Disadvantages of frequency shift Keying –It uses larger bandwidth as compared to ASK thus it offers less bandwidth efficiency.It has lower power efficiency.3.,1,
Phase Shift keying – In this modulation the phase of the analog carrier signal is modified to reflect binary data.The amplitude and frequency of the carrier signal remains constant.,1,
It is further catexampleorized as follows:Binary Phase Shift Keying (BPSK): BPSK also known as phase reversal keying or 2PSK is the simplest form of phase shift keying.,1,
The Phase of the carrier wave is changed according to the two binary inputs.,0,
"In Binary Phase shift keying, difference of 180 phase shift is used between binary 1 and binary 0.",1,
This is rexamplearded as the most robust digital modulation technique and is used for long distance wireless communication.Quadrature phase shift keying: This technique is used to increase the bit rate i.e we can code two bits onto one single element.,1,
It uses four phases to encode two bits per symbol.,0,
QPSK uses phase shifts of multiples of 90 dexamplerees.,1,
It has double data rate carrying capacity compare to BPSK as two bits are mapped on each constellation points.Advantages of phase shift Keying –It is a more power efficient modulation technique as compared to ASK and FSK.,0.5,
It has lower chances of an error.It allows data to be carried along a communication signal much more efficiently as compared to FSK.Disadvantages of phase shift Keying –It offers low bandwidth efficiency.The detection and recovery algorithms of binary data is very complex.It is a non coherent reference signal.Reference – Digital-to-analog converter – WikipediaAttention reader!,1,
Don’t stop learning now.,0,
Get hold of all the important CS Theory concepts for SDE interviews with the CS Theory Course at a student-friendly price and become industry ready.Article Tags : .entry-meta,0,
"Analog Signal: An analog signal is any continuous signal for which the time varying feature of the signal is a representation of some other time varying quantity i.e., analogous to another time varying Signal.Analog to Analog Conversion – Analog-to-analog conversion, or modulation, is the representation of analog information by an analog signal.",1,
It is a process by virtue of which a characteristic of carrier wave is varied according to the instantaneous amplitude of the modulating signal.,0,
This modulation is generally needed when a bandpass channel is required.,0,
Bandpass is a range of frequencies which are transmitted through a bandpass filter which is a filter allowing specific frequencies to pass preventing signals at unwanted frequencies.Analog to Analog conversion can be done in three ways:Amplitude ModulationFrequency Modulation Phase Modulation 1.,1,
AMPLITUDE MODULATION:The modulation in which the amplitude of the carrier wave is varied according to the instantaneous amplitude of the modulating signal keeping phase and frequency as constant.,1,
The figure below shows the concept of amplitude modulation:AM is normally implemented by using a simple multiplier because the amplitude of the carrier signal needs to be changed according to the amplitude of the modulating signal.AM bandwidth:The modulation creates a bandwidth that is twice the bandwidth of the modulating signal and covers a range centered on the carrier frequency.Bandwidth= 2fm2.,0,
FREQUENCY MODULATION – The modulation in which the frequency of the carrier wave is varied according to the instantaneous amplitude of the modulating signal keeping phase and amplitude as constant.,1,
The figure below shows the concept of frequency modulation:FM is normally implemented by using a voltage-controlled oscillator as with FSK.,0,
The frequency of the oscillator changes according to the input voltage which is the amplitude of the modulating signal.,1,
"FM bandwidth:The bandwidth of a frequency modulated signal varies with both deviation and modulating frequency.If modulating frequency (Mf) 0.5, wide band Fm signal.For a narrow band Fm signal, bandwidth required is twice the maximum frequency of the modulation, however for a wide band Fm signal the required bandwidth can be very much larger, with detectable sidebands spreading out over large amounts of the frequency spectrum.3.",1,
PHASE MODULATION: The modulation in which the phase of the carrier wave is varied according to the instantaneous amplitude of the modulating signal keeping amplitude and frequency as constant.,1,
"The figure below shows the concept of frequency modulation:Phase modulation is practically similar to Frequency Modulation, but in Phase modulation frequency of the carrier signal is not increased.",0,
It is normally implemented by using a voltage-controlled oscillator along with a derivative.,0,
"The frequency of the oscillator changes according to the derivative of the input voltage which is the amplitude of the modulating signal.PM bandwidth:For small amplitude signals, PM is similar to amplitude modulation (AM) and exhibits its unfortunate doubling of baseband bandwidth and poor efficiency.For a single large sinusoidal signal, PM is similar to FM, and its bandwidth is approximately, 2 (h+1) Fm where h= modulation index.Thus, Modulation allows us to send a signal over a bandpass frequency range.",1,
"If every signal gets its own frequency range, then we can transmit multiple signals simultaneously over a single channel, all using different frequency ranges.Attention reader!",0,
Don’t stop learning now.,0,
Get hold of all the important CS Theory concepts for SDE interviews with the CS Theory Course at a student-friendly price and become industry ready.Article Tags : .entry-meta,0,
Broadband system use modulation techniques to reduce the effect of noise in the environment.,1,
"Broadband transmission employs multiple channel unidirectional transmission using combination of phase and amplitude modulation.Baseband is a digital signal is transmitted on the medium using one of the signal codes like NRZ, RZ Manchester biphase-M code etc.",1,
is called baseband transmission.These are following differences between Broadband and Baseband transmission.Baseband transmission –Digital signalling.Frequency division multiplexing is not pssible.Baseband is bi-directional transmission.Short distance signal travelling.Entire bandwidth is for single signal transmission.Example: Ethernet is using Basebands for LAN.Broadband transmission –Analog signalling.Transmission of data is unidirectional.Signal travelling distance is long.Frequency division multiplexing possible.Simultaneous transmission of multiple signals over different frequencies.Example : Used to transmit cable TV to premises.Attention reader!,1,
Don’t stop learning now.,0,
Get hold of all the important CS Theory concepts for SDE interviews with the CS Theory Course at a student-friendly price and become industry ready.Article Tags : .entry-meta,0,
Most of us have studied Computer Networks in a very abstract manner.,0,
"In other words, not many of us know how the abstract concepts of layers and packets translate in real life networks such as the Internet.",0,
"Therefore let us do an experiment and see whether these layers, packets etc.",0,
exist in any real network also.,0,
"So get, set and ready to delve into this wonderful world of practical and experimental Networking!moreThe outline of our experiment is as follows.",0,
"We will capture some live packets, and to understand what is inside those packets, we will analyze those packets by dissecting them.",0,
Sounds surgical?,0,
"Yup, it is.",0,
"JTo start with, we need to have a PC running Windows XP and connected to the Internet.",0,
"If you are reading this article online, the chances are high that you have everything ready to experiment.",0,
Now let’s recall some of the theory stuff that we read in Networking Books.,0,
The first thing that almost every book tells us – networking architecture is layered; remember that 7 layer OSI protocol stack!,0,
So where are these protocol layers?,0,
"In our experiment, we will use 5 layer Internet Protocol stack so that we can solve the mystery of these layers.We start our experiment by installing Wireshark (earlier known as Ethereal).",0,
Wireshark is a Network Protocol Analyzer that can capture and analyze the packets transmitted/received via a Network Interface Card (NIC).,1,
"[You need to bear with me this acronym because Networking is full of acronymsJ] We install Wireshark from http://www.wireshark.org/download.html (at the time of this writing, the latest Wireshark version is 1.0.3).",0,
"While installing Wireshark, leave the default settings/options as it is.",0,
Now our experimental setup is ready.,0,
Run Wireshark and click on the first icon (List the available capture interfaces …).,0,
Now we see a pop up window that shows Capture Interfaces.,0,
See the snapshots as follows.The number and types of interfaces shown in Capture Interfaces window can be different for you depending on your PC’s configuration.,0,
For me it shows two interfaces and my Internet connection is through Broadcom Gigabit Interface.,0,
So choose the interface through which your Internet connection is available to you.,0,
Now let’s click on the Options button of this interface.,0,
Now we see a new window named Capture Options.,0,
"In this window, type “port 80” in text field named Capture Filter.",0,
See the following snapshot for clarification.Now we are ready to capture the packets passing through our NIC.,0,
"By setting the filter to “port 80”, we have instructed Wireshark to capture only those packets that are because of http traffic (remember that we were always told that the default http port is 80!).",0,
Now click on the Start button on Capture Options window.,0,
You may see some packets in Wireshark if any program in your PC is accessing http traffic in the background; let’s not focus on that.,0,
Now open your browser and try to access http://google.com and now you should be seeing lot many packets getting captured in Wireshark.,0,
See the snapshot as follows.Let’s start analyzing the captured packets.,0,
"First of all, find the first instance of http packet that has   GET / HTTP/1.1 in its Info field.",0,
"In the above snapshot, it’s shown in blue.",0,
"If we take a closer look, we see that this packet has the headers of the all the 5 layers of the Internet Protocol stack.Layer 1 – It is the Physical layer.",0,
Here Frames are shown at the physical layer.Layer 2 – It is the Data Link layer.,0,
"In this packet, we can see that Ethernet II is used as data link layer protocol.",0,
We can find the MAC address of the source and destination in this header.Layer 3 – It is the Network layer.,0,
"In this packet, we see that IP is used as Network layer protocol.",0,
We can see the source and destination IP in this header.Layer 4 – It is the Transport layer.,0,
"In this packet, TCP is used as Transport layer protocol.",0,
We can find the source and destination ports in this header.Layer 5 – It is the Application layer.,0,
"In this packet, HTTP is used as Application layer protocol.Let’s explore one of the layers.",0,
Other layers can be explored further in the similar fashion.,0,
If we expand the Layer 5 i.e.,0,
"HTTP header, it looks as follows.Here we see that Host is mentioned as google.com that is what we tried to access from browser.",1,
User Agent field of the HTTP header shows the browser details.,0,
"In my case, it is Mozilla Firefox as evidenced from this header.",0,
Destination IP 64.233.187.99 should be one of the IP addresses assigned to Google server where the web server is hosted.,0,
It can be verified using a very handy utility command “nslookup”.,0,
"The details of the other fields can be explored in the headers of the HTTP, TCP, IP, Ethernet II protocols.",0,
"Some of the interesting fields are – Differentiated Services Field (also known as QoS field) in IP header, Window size in TCP header etc.So we have seen that all those rhetorical concepts of layers etc.",0,
do exist in real networks also.,0,
And it sounds interesting when you dissect all the packets that pass through your interface card.,0,
"By doing so, you can get to know what goes/comes through your PC!The idea of this experiment is to provide a conducive platform so that you can explore your own the exciting world of Networking.",0,
So welcome aboard!Attention reader!,0,
Don’t stop learning now.,0,
Get hold of all the important CS Theory concepts for SDE interviews with the CS Theory Course at a student-friendly price and become industry ready.Article Tags : .entry-meta,0,
Prerequisite : Basics of Computer NetworkingOSI stands for Open Systems Interconnection.,0,
"It has been developed by ISO – ‘International Organization of Standardization‘, in the year 1984.",0,
It is a 7 layer architecture with each layer having specific functionality to perform.,0,
All these 7 layers work collaboratively to transmit the data from one person to another across the globe.,0,
1,0,
Physical Layer (Layer 1) : The lowest layer of the OSI reference model is the physical layer.,1,
It is responsible for the actual physical connection between the devices.,0.5,
The physical layer contains information in the form of bits.,1,
It is responsible for transmitting individual bits from one node to the next.,0.5,
"When receiving data, this layer will get the signal received and convert it into 0s and 1s and send them to the Data Link layer, which will put the frame back together.The functions of the physical layer are :Bit synchronization: The physical layer provides the synchronization of the bits by providing a clock.",1,
This clock controls both sender and receiver thus providing synchronization at bit level.Bit rate control: The Physical layer also defines the transmission rate i.e.,1,
"the number of bits sent per second.Physical topologies: Physical layer specifies the way in which the different, devices/nodes are arranged in a network i.e.",1,
"bus, star or mesh topolgy.",0,
Transmission mode: Physical layer also defines the way in which the data flows between the two connected devices.,1,
"The various transmission modes possible are: Simplex, half-duplex and full-duplex.",0,
"* Hub, Repeater, Modem, Cables are Physical Layer devices.",0,
"** Network Layer, Data Link Layer and Physical Layer are also known as Lower Layers or Hardware Layers.2.",0,
Data Link Layer (DLL) (Layer 2) :The data link layer is responsible for the node to node delivery of the message.,1,
"The main function of this layer is to make sure data transfer is error-free from one node to another, over the physical layer.",0.5,
"When a packet arrives in a network, it is the responsibility of DLL to transmit it to the Host using its MAC address.Data Link Layer is divided into two sub layers :Logical Link Control (LLC)Media Access Control (MAC)The packet received from Network layer is further divided into frames depending on the frame size of NIC(Network Interface Card).",0,
DLL also encapsulates Sender and Receiver’s MAC address in the header.The Receiver’s MAC address is obtained by placing an ARP(Address Resolution Protocol) request onto the wire asking “Who has that IP address?” and the destination host will reply with its MAC address.The functions of the data Link layer are : Framing: Framing is a function of the data link layer.,1,
It provides a way for a sender to transmit a set of bits that are meaningful to the receiver.,0.5,
This can be accomplished by attaching special bit patterns to the bexampleinning and end of the frame.,0,
"Physical addressing: After creating frames, Data link layer adds physical addresses (MAC address) of sender and/or receiver in the header of each frame.",1,
Error control: Data link layer provides the mechanism of error control in which it detects and retransmits damaged or lost frames.,1,
"Flow Control: The data rate must be constant on both sides else the data may get corrupted thus , flow control coordinates that amount of data that can be sent before receiving acknowledgement.",1,
"Access control: When a single communication channel is shared by multiple devices, MAC sub-layer of data link layer helps to determine which device has control over the channel at a given time.",1,
* Packet in Data Link layer is referred as Frame.,0,
** Data Link layer is handled by the NIC (Network Interface Card) and device drivers of host machines.,0,
*** Switch & Bridge are Data Link Layer devices.3.,0,
Network Layer (Layer 3) :Network layer works for the transmission of data from one host to the other located in different networks.,1,
It also takes care of packet routing i.e.,0.5,
"selection of the shortest path to transmit the packet, from the number of routes available.",0.5,
The sender & receiver’s IP address are placed in the header by the network layer.The functions of the Network layer are :Routing: The network layer protocols determine which route is suitable from source to destination.,1,
"This function of network layer is known as routing.Logical Addressing: In order to identify each device on internetwork uniquely, network layer defines an addressing scheme.",1,
The sender & receiver’s IP address are placed in the header by network layer.,0,
Such an address distinguishes each device uniquely and universally.,0,
* Sexamplement in Network layer is referred as Packet.,0,
** Network layer is implemented by networking devices such as routers.4.,0,
Transport Layer (Layer 4) :Transport layer provides services to application layer and takes services from network layer.,1,
The data in the transport layer is referred to as Sexamplements.,1,
It is responsible for the End to End Delivery of the complete message.,0.5,
"The transport layer also provides the acknowledgement of the successful data transmission and re-transmits the data if an error is found.• At sender’s side: Transport layer receives the formatted data from the upper layers, performs Sexamplementation and also implements Flow & Error control to ensure proper data transmission.",1,
"It also adds Source and Destination port number in its header and forwards the sexamplemented data to the Network Layer.Note: The sender need to know the port number associated with the receiver’s application.Generally, this destination port number is configured, either by default or manually.",1,
"For example, when a web application makes a request to a web server, it typically uses port number 80, because this is the default port assigned to web applications.",0,
Many applications have default port assigned.• At receiver’s side: Transport Layer reads the port number from its header and forwards the Data which it has received to the respective application.,0,
"It also performs sequencing and reassembling of the sexamplemented data.The functions of the transport layer are :Sexamplementation and Reassembly: This layer accepts the message from the (session) layer , breaks the message into smaller units .",0.5,
Each of the sexamplement produced has a header associated with it.,0,
"The transport layer at the destination station reassembles the message.Service Point Addressing: In order to deliver the message to correct process, transport layer header includes a type of address called service point address or port address.",1,
"Thus by specifying this address, transport layer makes sure that the message is delivered to the correct process.The services provided by the transport layer :Connection Oriented Service: It is a three-phase process which include– Connection Establishment– Data Transfer– Termination / disconnectionIn this type of transmission, the receiving device sends an acknowledgement, back to the source after a packet or group of packet is received.",1,
This type of transmission is reliable and secure.Connection less service: It is a one-phase process and includes Data Transfer.,0,
"In this type of transmission, the receiver does not acknowledge receipt of a packet.",0,
This approach allows for much faster communication between devices.,0,
Connection-oriented service is more reliable than connectionless Service.,0,
* Data in the Transport Layer is called as Sexamplements.,0,
** Transport layer is operated by the Operating System.,0,
It is a part of the OS and communicates with the Application Layer by making system calls.Transport Layer is called as Heart of OSI model.5.,0,
"Session Layer (Layer 5) :This layer is responsible for establishment of connection, maintenance of sessions, authentication and also ensures security.The functions of the session layer are : Session establishment, maintenance and termination: The layer allows the two processes to establish, use and terminate a connection.",1,
Synchronization : This layer allows a process to add checkpoints which are considered as synchronization points into the data.,1,
"These synchronization point help to identify the error so that the data is re-synchronized properly, and ends of the messages are not cut prematurely and data loss is avoided.",0,
Dialog Controller : The session layer allows two systems to start communication with each other in half-duplex or full-duplex.,1,
**All the below 3 layers(including Session Layer) are intexamplerated as a single layer in the TCP/IP model as “Application Layer”.,0,
**Implementation of these 3 layers is done by the network application itself.,0,
These are also known as Upper Layers or Software Layers.SCENARIO:Let’s consider a scenario where a user wants to send a message through some Messenger application running in his browser.,0,
The “Messenger” here acts as the application layer which provides the user with an interface to create the data.,0,
"This message or so-called Data is compressed, encrypted (if any secure data) and converted into bits (0’s and 1’s) so that it can be transmitted.6.",0,
"Presentation Layer (Layer 6) :Presentation layer is also called the Translation layer.The data from the application layer is extracted here and manipulated as per the required format to transmit over the network.The functions of the presentation layer are :Translation : For example, ASCII to EBCDIC.",1,
Encryption/ Decryption : Data encryption translates the data into another form or code.,1,
The encrypted data is known as the cipher text and the decrypted data is known as plain text.,0,
A key value is used for encrypting as well as decrypting data.,0,
Compression: Reduces the number of bits that need to be transmitted on the network.7.,1,
"Application Layer (Layer 7) :At the very top of the OSI Reference Model stack of layers, we find Application layer which is implemented by the network applications.",1,
"These applications produce the data, which has to be transferred over the network.",1,
"This layer also serves as a window for the application services to access the network and for displaying the received information to the user.Ex: Application – Browsers, Skype Messenger etc.",0.5,
**Application Layer is also called as Desktop Layer.,0,
The functions of the Application layer are : Network Virtual Terminal FTAM-File transfer access and management Mail Services Directory Services OSI model acts as a reference model and is not implemented in the Internet because of its late invention.,0,
Current model being used is the TCP/IP model.,0,
Prerequisite – Layers of OSI ModelThe OSI Model we just looked at is just a reference/logical model.,0,
It was designed to describe the functions of the communication system by dividing the communication procedure into smaller and simpler components.,0,
"But when we talk about the TCP/IP model, it was designed and developed by Department of Defense (DoD) in 1960s and is based on standard protocols.",0,
It stands for Transmission Control Protocol/Internet Protocol.,0,
The TCP/IP model is a concise version of the OSI model.,1,
"It contains four layers, unlike seven layers in the OSI model.",0,
